jenis_makam,lokasi,zona,no_lot,ukuran
kotak_abu,KARAWANG,LCB-B-B7,DL-05-38,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-05-68,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-06-08,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-06-18,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-06-28,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-06-38,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-06-68,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-07-08,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-07-18,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-07-28,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-07-38,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-07-68,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-08-08,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-08-18,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-08-28,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-08-38,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-08-68,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-09-08,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-09-18,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-09-28,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-09-38,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-09-68,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-3A-08,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-3A-18,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-3A-28,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-3A-38,Double
kotak_abu,KARAWANG,LCB-B-B7,DL-3A-68,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-01-08,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-01-108,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-01-118,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-01-128,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-01-138,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-01-18,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-01-28,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-01-38,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-01-68,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-01-88,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-01-98,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-02-08,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-02-108,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-02-118,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-02-128,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-02-138,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-02-18,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-02-28,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-02-38,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-02-68,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-02-88,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-02-98,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-03-08,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-03-108,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-03-118,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-03-128,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-03-138,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-03-18,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-03-28,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-03-38,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-03-68,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-03-98,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-05-08,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-05-108,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-05-118,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-05-128,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-05-138,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-05-18,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-05-28,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-05-38,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-05-68,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-05-88,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-05-98,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-06-08,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-06-108,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-06-118,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-06-128,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-06-138,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-06-18,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-06-28,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-06-38,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-06-68,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-06-88,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-06-98,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-07-08,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-07-108,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-07-118,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-07-128,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-07-138,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-07-18,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-07-28,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-07-38,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-07-68,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-07-88,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-07-98,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-08-08,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-08-108,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-08-118,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-08-128,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-08-138,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-08-18,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-08-28,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-08-38,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-08-68,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-08-88,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-08-98,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-09-08,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-09-108,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-09-118,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-09-128,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-09-138,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-09-18,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-09-28,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-09-38,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-09-68,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-09-88,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-09-98,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-3A-08,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-3A-108,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-3A-118,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-3A-128,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-3A-138,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-3A-18,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-3A-28,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-3A-38,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-3A-68,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-3A-88,Double
kotak_abu,KARAWANG,LCB-B-B8,DB-3A-98,Double
kotak_abu,KARAWANG,LCB-B-B9,SR-01-08,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-01-108,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-01-118,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-01-128,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-01-18,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-01-28,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-01-38,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-01-68,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-01-88,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-01-98,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-02-08,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-02-108,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-02-118,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-02-128,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-02-18,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-02-28,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-02-38,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-02-68,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-02-88,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-02-98,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-03-08,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-03-108,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-03-118,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-03-128,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-03-18,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-03-28,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-03-38,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-03-68,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-03-88,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-03-98,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-05-08,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-05-108,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-05-118,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-05-128,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-05-18,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-05-28,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-05-38,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-05-68,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-05-88,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-05-98,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-06-08,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-06-108,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-06-118,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-06-128,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-06-18,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-06-28,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-06-38,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-06-68,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-06-88,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-06-98,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-07-08,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-07-108,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-07-118,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-07-128,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-07-18,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-07-28,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-07-38,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-07-68,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-07-88,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-07-98,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-08-08,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-08-108,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-08-118,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-08-128,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-08-18,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-08-28,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-08-38,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-08-68,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-08-88,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-08-98,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-09-08,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-09-108,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-09-118,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-09-128,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-09-18,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-09-28,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-09-38,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-09-68,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-09-88,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-09-98,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-3A-08,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-3A-108,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-3A-118,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-3A-128,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-3A-18,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-3A-28,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-3A-38,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-3A-68,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-3A-88,Single
kotak_abu,KARAWANG,LCB-B-B9,SR-3A-98,Single
kotak_abu,KARAWANG,LCC-H1,DA-01-08,Double
kotak_abu,KARAWANG,LCC-H1,DA-01-18,Double
kotak_abu,KARAWANG,LCC-H1,DA-01-28,Double
kotak_abu,KARAWANG,LCC-H1,DA-02-08,Double
kotak_abu,KARAWANG,LCC-H1,DA-02-18,Double
kotak_abu,KARAWANG,LCC-H1,DA-02-28,Double
kotak_abu,KARAWANG,LCC-H1,DA-03-08,Double
kotak_abu,KARAWANG,LCC-H1,DA-03-18,Double
kotak_abu,KARAWANG,LCC-H1,DA-03-28,Double
kotak_abu,KARAWANG,LCC-H1,DA-05-08,Double
kotak_abu,KARAWANG,LCC-H1,DA-05-18,Double
kotak_abu,KARAWANG,LCC-H1,DA-05-28,Double
kotak_abu,KARAWANG,LCC-H1,DA-06-08,Double
kotak_abu,KARAWANG,LCC-H1,DA-06-18,Double
kotak_abu,KARAWANG,LCC-H1,DA-06-28,Double
kotak_abu,KARAWANG,LCC-H1,DA-07-08,Double
kotak_abu,KARAWANG,LCC-H1,DA-07-18,Double
kotak_abu,KARAWANG,LCC-H1,DA-07-28,Double
kotak_abu,KARAWANG,LCC-H1,DA-08-08,Double
kotak_abu,KARAWANG,LCC-H1,DA-08-18,Double
kotak_abu,KARAWANG,LCC-H1,DA-08-28,Double
kotak_abu,KARAWANG,LCC-H1,DA-09-08,Double
kotak_abu,KARAWANG,LCC-H1,DA-09-18,Double
kotak_abu,KARAWANG,LCC-H1,DA-09-28,Double
kotak_abu,KARAWANG,LCC-H1,DA-3A-08,Double
kotak_abu,KARAWANG,LCC-H1,DA-3A-18,Double
kotak_abu,KARAWANG,LCC-H1,DA-3A-28,Double
kotak_abu,KARAWANG,LCC-H1,DB-01-08,Double
kotak_abu,KARAWANG,LCC-H1,DB-01-108,Double
kotak_abu,KARAWANG,LCC-H1,DB-01-18,Double
kotak_abu,KARAWANG,LCC-H1,DB-01-28,Double
kotak_abu,KARAWANG,LCC-H1,DB-01-38,Double
kotak_abu,KARAWANG,LCC-H1,DB-01-68,Double
kotak_abu,KARAWANG,LCC-H1,DB-01-88,Double
kotak_abu,KARAWANG,LCC-H1,DB-01-98,Double
kotak_abu,KARAWANG,LCC-H1,DB-02-08,Double
kotak_abu,KARAWANG,LCC-H1,DB-02-108,Double
kotak_abu,KARAWANG,LCC-H1,DB-02-18,Double
kotak_abu,KARAWANG,LCC-H1,DB-02-28,Double
kotak_abu,KARAWANG,LCC-H1,DB-02-38,Double
kotak_abu,KARAWANG,LCC-H1,DB-02-68,Double
kotak_abu,KARAWANG,LCC-H1,DB-02-88,Double
kotak_abu,KARAWANG,LCC-H1,DB-02-98,Double
kotak_abu,KARAWANG,LCC-H1,DB-03-08,Double
kotak_abu,KARAWANG,LCC-H1,DB-03-108,Double
kotak_abu,KARAWANG,LCC-H1,DB-03-18,Double
kotak_abu,KARAWANG,LCC-H1,DB-03-28,Double
kotak_abu,KARAWANG,LCC-H1,DB-03-38,Double
kotak_abu,KARAWANG,LCC-H1,DB-03-68,Double
kotak_abu,KARAWANG,LCC-H1,DB-03-88,Double
kotak_abu,KARAWANG,LCC-H1,DB-03-98,Double
kotak_abu,KARAWANG,LCC-H1,DB-05-08,Double
kotak_abu,KARAWANG,LCC-H1,DB-05-108,Double
kotak_abu,KARAWANG,LCC-H1,DB-05-18,Double
kotak_abu,KARAWANG,LCC-H1,DB-05-28,Double
kotak_abu,KARAWANG,LCC-H1,DB-05-38,Double
kotak_abu,KARAWANG,LCC-H1,DB-05-68,Double
kotak_abu,KARAWANG,LCC-H1,DB-05-88,Double
kotak_abu,KARAWANG,LCC-H1,DB-05-98,Double
kotak_abu,KARAWANG,LCC-H1,DB-06-08,Double
kotak_abu,KARAWANG,LCC-H1,DB-06-108,Double
kotak_abu,KARAWANG,LCC-H1,DB-06-18,Double
kotak_abu,KARAWANG,LCC-H1,DB-06-28,Double
kotak_abu,KARAWANG,LCC-H1,DB-06-38,Double
kotak_abu,KARAWANG,LCC-H1,DB-06-68,Double
kotak_abu,KARAWANG,LCC-H1,DB-06-88,Double
kotak_abu,KARAWANG,LCC-H1,DB-06-98,Double
kotak_abu,KARAWANG,LCC-H1,DB-07-08,Double
kotak_abu,KARAWANG,LCC-H1,DB-07-108,Double
kotak_abu,KARAWANG,LCC-H1,DB-07-18,Double
kotak_abu,KARAWANG,LCC-H1,DB-07-28,Double
kotak_abu,KARAWANG,LCC-H1,DB-07-38,Double
kotak_abu,KARAWANG,LCC-H1,DB-07-68,Double
kotak_abu,KARAWANG,LCC-H1,DB-07-88,Double
kotak_abu,KARAWANG,LCC-H1,DB-07-98,Double
kotak_abu,KARAWANG,LCC-H1,DB-08-08,Double
kotak_abu,KARAWANG,LCC-H1,DB-08-108,Double
kotak_abu,KARAWANG,LCC-H1,DB-08-18,Double
kotak_abu,KARAWANG,LCC-H1,DB-08-28,Double
kotak_abu,KARAWANG,LCC-H1,DB-08-38,Double
kotak_abu,KARAWANG,LCC-H1,DB-08-68,Double
kotak_abu,KARAWANG,LCC-H1,DB-08-88,Double
kotak_abu,KARAWANG,LCC-H1,DB-08-98,Double
kotak_abu,KARAWANG,LCC-H1,DB-09-08,Double
kotak_abu,KARAWANG,LCC-H1,DB-09-108,Double
kotak_abu,KARAWANG,LCC-H1,DB-09-18,Double
kotak_abu,KARAWANG,LCC-H1,DB-09-28,Double
kotak_abu,KARAWANG,LCC-H1,DB-09-38,Double
kotak_abu,KARAWANG,LCC-H1,DB-09-68,Double
kotak_abu,KARAWANG,LCC-H1,DB-09-88,Double
kotak_abu,KARAWANG,LCC-H1,DB-09-98,Double
kotak_abu,KARAWANG,LCC-H1,DB-3A-08,Double
kotak_abu,KARAWANG,LCC-H1,DB-3A-108,Double
kotak_abu,KARAWANG,LCC-H1,DB-3A-18,Double
kotak_abu,KARAWANG,LCC-H1,DB-3A-28,Double
kotak_abu,KARAWANG,LCC-H1,DB-3A-38,Double
kotak_abu,KARAWANG,LCC-H1,DB-3A-68,Double
kotak_abu,KARAWANG,LCC-H1,DB-3A-88,Double
kotak_abu,KARAWANG,LCC-H1,DB-3A-98,Double
kotak_abu,KARAWANG,LCC-H1,DC-01-08,Double
kotak_abu,KARAWANG,LCC-H1,DC-01-108,Double
kotak_abu,KARAWANG,LCC-H1,DC-01-18,Double
kotak_abu,KARAWANG,LCC-H1,DC-01-28,Double
kotak_abu,KARAWANG,LCC-H1,DC-01-38,Double
kotak_abu,KARAWANG,LCC-H1,DC-01-68,Double
kotak_abu,KARAWANG,LCC-H1,DC-01-88,Double
kotak_abu,KARAWANG,LCC-H1,DC-01-98,Double
kotak_abu,KARAWANG,LCC-H1,DC-02-08,Double
kotak_abu,KARAWANG,LCC-H1,DC-02-108,Double
kotak_abu,KARAWANG,LCC-H1,DC-02-18,Double
kotak_abu,KARAWANG,LCC-H1,DC-02-28,Double
kotak_abu,KARAWANG,LCC-H1,DC-02-38,Double
kotak_abu,KARAWANG,LCC-H1,DC-02-68,Double
kotak_abu,KARAWANG,LCC-H1,DC-02-88,Double
kotak_abu,KARAWANG,LCC-H1,DC-02-98,Double
kotak_abu,KARAWANG,LCC-H1,DC-03-08,Double
kotak_abu,KARAWANG,LCC-H1,DC-03-108,Double
kotak_abu,KARAWANG,LCC-H1,DC-03-18,Double
kotak_abu,KARAWANG,LCC-H1,DC-03-28,Double
kotak_abu,KARAWANG,LCC-H1,DC-03-38,Double
kotak_abu,KARAWANG,LCC-H1,DC-03-68,Double
kotak_abu,KARAWANG,LCC-H1,DC-03-88,Double
kotak_abu,KARAWANG,LCC-H1,DC-03-98,Double
kotak_abu,KARAWANG,LCC-H1,DC-05-08,Double
kotak_abu,KARAWANG,LCC-H1,DC-05-108,Double
kotak_abu,KARAWANG,LCC-H1,DC-05-18,Double
kotak_abu,KARAWANG,LCC-H1,DC-05-28,Double
kotak_abu,KARAWANG,LCC-H1,DC-05-38,Double
kotak_abu,KARAWANG,LCC-H1,DC-05-68,Double
kotak_abu,KARAWANG,LCC-H1,DC-05-88,Double
kotak_abu,KARAWANG,LCC-H1,DC-05-98,Double
kotak_abu,KARAWANG,LCC-H1,DC-06-08,Double
kotak_abu,KARAWANG,LCC-H1,DC-06-108,Double
kotak_abu,KARAWANG,LCC-H1,DC-06-18,Double
kotak_abu,KARAWANG,LCC-H1,DC-06-28,Double
kotak_abu,KARAWANG,LCC-H1,DC-06-38,Double
kotak_abu,KARAWANG,LCC-H1,DC-06-68,Double
kotak_abu,KARAWANG,LCC-H1,DC-06-88,Double
kotak_abu,KARAWANG,LCC-H1,DC-06-98,Double
kotak_abu,KARAWANG,LCC-H1,DC-07-08,Double
kotak_abu,KARAWANG,LCC-H1,DC-07-108,Double
kotak_abu,KARAWANG,LCC-H1,DC-07-18,Double
kotak_abu,KARAWANG,LCC-H1,DC-07-28,Double
kotak_abu,KARAWANG,LCC-H1,DC-07-38,Double
kotak_abu,KARAWANG,LCC-H1,DC-07-68,Double
kotak_abu,KARAWANG,LCC-H1,DC-07-88,Double
kotak_abu,KARAWANG,LCC-H1,DC-07-98,Double
kotak_abu,KARAWANG,LCC-H1,DC-08-08,Double
kotak_abu,KARAWANG,LCC-H1,DC-08-108,Double
kotak_abu,KARAWANG,LCC-H1,DC-08-18,Double
kotak_abu,KARAWANG,LCC-H1,DC-08-28,Double
kotak_abu,KARAWANG,LCC-H1,DC-08-38,Double
kotak_abu,KARAWANG,LCC-H1,DC-08-68,Double
kotak_abu,KARAWANG,LCC-H1,DC-08-88,Double
kotak_abu,KARAWANG,LCC-H1,DC-08-98,Double
kotak_abu,KARAWANG,LCC-H1,DC-09-08,Double
kotak_abu,KARAWANG,LCC-H1,DC-09-108,Double
kotak_abu,KARAWANG,LCC-H1,DC-09-18,Double
kotak_abu,KARAWANG,LCC-H1,DC-09-28,Double
kotak_abu,KARAWANG,LCC-H1,DC-09-38,Double
kotak_abu,KARAWANG,LCC-H1,DC-09-68,Double
kotak_abu,KARAWANG,LCC-H1,DC-09-88,Double
kotak_abu,KARAWANG,LCC-H1,DC-09-98,Double
kotak_abu,KARAWANG,LCC-H1,DC-3A-08,Double
kotak_abu,KARAWANG,LCC-H1,DC-3A-108,Double
kotak_abu,KARAWANG,LCC-H1,DC-3A-18,Double
kotak_abu,KARAWANG,LCC-H1,DC-3A-28,Double
kotak_abu,KARAWANG,LCC-H1,DC-3A-38,Double
kotak_abu,KARAWANG,LCC-H1,DC-3A-68,Double
kotak_abu,KARAWANG,LCC-H1,DC-3A-88,Double
kotak_abu,KARAWANG,LCC-H1,DC-3A-98,Double
kotak_abu,KARAWANG,LCC-H1,DD-01-08,Double
kotak_abu,KARAWANG,LCC-H1,DD-01-108,Double
kotak_abu,KARAWANG,LCC-H1,DD-01-18,Double
kotak_abu,KARAWANG,LCC-H1,DD-01-28,Double
kotak_abu,KARAWANG,LCC-H1,DD-01-38,Double
kotak_abu,KARAWANG,LCC-H1,DD-01-68,Double
kotak_abu,KARAWANG,LCC-H1,DD-01-88,Double
kotak_abu,KARAWANG,LCC-H1,DD-01-98,Double
kotak_abu,KARAWANG,LCC-H1,DD-02-08,Double
kotak_abu,KARAWANG,LCC-H1,DD-02-108,Double
kotak_abu,KARAWANG,LCC-H1,DD-02-18,Double
kotak_abu,KARAWANG,LCC-H1,DD-02-28,Double
kotak_abu,KARAWANG,LCC-H1,DD-02-38,Double
kotak_abu,KARAWANG,LCC-H1,DD-02-68,Double
kotak_abu,KARAWANG,LCC-H1,DD-02-88,Double
kotak_abu,KARAWANG,LCC-H1,DD-02-98,Double
kotak_abu,KARAWANG,LCC-H1,DD-03-08,Double
kotak_abu,KARAWANG,LCC-H1,DD-03-108,Double
kotak_abu,KARAWANG,LCC-H1,DD-03-18,Double
kotak_abu,KARAWANG,LCC-H1,DD-03-28,Double
kotak_abu,KARAWANG,LCC-H1,DD-03-38,Double
kotak_abu,KARAWANG,LCC-H1,DD-03-68,Double
kotak_abu,KARAWANG,LCC-H1,DD-03-88,Double
kotak_abu,KARAWANG,LCC-H1,DD-03-98,Double
kotak_abu,KARAWANG,LCC-H1,DD-05-08,Double
kotak_abu,KARAWANG,LCC-H1,DD-05-108,Double
kotak_abu,KARAWANG,LCC-H1,DD-05-18,Double
kotak_abu,KARAWANG,LCC-H1,DD-05-28,Double
kotak_abu,KARAWANG,LCC-H1,DD-05-38,Double
kotak_abu,KARAWANG,LCC-H1,DD-05-68,Double
kotak_abu,KARAWANG,LCC-H1,DD-05-88,Double
kotak_abu,KARAWANG,LCC-H1,DD-05-98,Double
kotak_abu,KARAWANG,LCC-H1,DD-06-08,Double
kotak_abu,KARAWANG,LCC-H1,DD-06-108,Double
kotak_abu,KARAWANG,LCC-H1,DD-06-18,Double
kotak_abu,KARAWANG,LCC-H1,DD-06-28,Double
kotak_abu,KARAWANG,LCC-H1,DD-06-38,Double
kotak_abu,KARAWANG,LCC-H1,DD-06-68,Double
kotak_abu,KARAWANG,LCC-H1,DD-06-88,Double
kotak_abu,KARAWANG,LCC-H1,DD-06-98,Double
kotak_abu,KARAWANG,LCC-H1,DD-07-08,Double
kotak_abu,KARAWANG,LCC-H1,DD-07-108,Double
kotak_abu,KARAWANG,LCC-H1,DD-07-18,Double
kotak_abu,KARAWANG,LCC-H1,DD-07-28,Double
kotak_abu,KARAWANG,LCC-H1,DD-07-38,Double
kotak_abu,KARAWANG,LCC-H1,DD-07-68,Double
kotak_abu,KARAWANG,LCC-H1,DD-07-88,Double
kotak_abu,KARAWANG,LCC-H1,DD-07-98,Double
kotak_abu,KARAWANG,LCC-H1,DD-08-08,Double
